Item Name,Listings,Price,Currency,Timestamp
Sticker | G2 (Holo) | 2020 RMR,"1,653",0.97,CDN,2023-08-31 11:13:15.911620
Sticker | FURIA (Foil) | 2020 RMR,847,1.04,CDN,2023-08-31 11:13:15.911620
Sticker | Liquid (Holo) | 2020 RMR,"1,377",1.12,CDN,2023-08-31 11:13:31.506735
Sticker | North (Foil) | 2020 RMR,483,1.22,CDN,2023-08-31 11:13:31.506735
Sticker | Natus Vincere (Foil) | 2020 RMR,864,1.35,CDN,2023-08-31 11:13:31.506735
Sticker | Liquid (Foil) | 2020 RMR,392,1.40,CDN,2023-08-31 11:13:31.506735
Sticker | Virtus.pro (Foil) | 2020 RMR,213,1.51,CDN,2023-08-31 11:13:31.506735
Sticker | Astralis (Foil) | 2020 RMR,367,1.64,CDN,2023-08-31 11:13:31.506735
Sticker | G2 (Foil) | 2020 RMR,377,2.16,CDN,2023-08-31 11:13:31.506735
Sticker | Fnatic (Foil) | 2020 RMR,328,2.21,CDN,2023-08-31 11:13:31.506735
Sticker | Spirit (Foil) | 2020 RMR,546,2.44,CDN,2023-08-31 11:13:31.506735
Sticker | TYLOO (Holo) | 2020 RMR,"2,486",2.48,CDN,2023-08-31 11:13:31.506735
Sticker | FaZe (Foil) | 2020 RMR,261,2.78,CDN,2023-08-31 11:13:33.108616
Sticker | 100 Thieves (Gold) | 2020 RMR,208,2.79,CDN,2023-08-31 11:13:33.108616
Sticker | Evil Geniuses (Gold) | 2020 RMR,186,2.92,CDN,2023-08-31 11:13:33.108616
Sticker | Gen.G (Gold) | 2020 RMR,104,2.99,CDN,2023-08-31 11:13:33.108616
Sticker | Renegades (Gold) | 2020 RMR,104,3.10,CDN,2023-08-31 11:13:33.108616
Sticker | Heroic (Gold) | 2020 RMR,215,3.13,CDN,2023-08-31 11:13:33.108616
Sticker | Ninjas in Pyjamas (Gold) | 2020 RMR,152,3.15,CDN,2023-08-31 11:13:33.108616
Sticker | OG (Gold) | 2020 RMR,178,3.23,CDN,2023-08-31 11:13:33.108616
Sticker | Vitality (Gold) | 2020 RMR,300,3.49,CDN,2023-08-31 11:13:33.108616
Sticker | ESPADA (Gold) | 2020 RMR,75,3.53,CDN,2023-08-31 11:13:33.108616
Sticker | Nemiga (Gold) | 2020 RMR,92,3.64,CDN,2023-08-31 11:13:36.250784
Sticker | Boom (Gold) | 2020 RMR,135,3.73,CDN,2023-08-31 11:13:36.250784
Sticker | GODSENT (Gold) | 2020 RMR,106,3.88,CDN,2023-08-31 11:13:36.250784
Sticker | North (Gold) | 2020 RMR,317,4.30,CDN,2023-08-31 11:13:36.250784
Sticker | Fnatic (Gold) | 2020 RMR,96,4.91,CDN,2023-08-31 11:13:36.250784
Sticker | BIG (Gold) | 2020 RMR,110,5.12,CDN,2023-08-31 11:13:36.250784
Sticker | Astralis (Gold) | 2020 RMR,135,5.48,CDN,2023-08-31 11:13:36.250784
Sticker | Virtus.pro (Gold) | 2020 RMR,108,5.54,CDN,2023-08-31 11:13:36.250784
Sticker | Liquid (Gold) | 2020 RMR,115,5.57,CDN,2023-08-31 11:13:36.250784
Sticker | TYLOO (Foil) | 2020 RMR,349,5.68,CDN,2023-08-31 11:13:36.250784
Sticker | Spirit (Gold) | 2020 RMR,163,5.70,CDN,2023-08-31 11:13:37.858028
Sticker | FURIA (Gold) | 2020 RMR,190,5.95,CDN,2023-08-31 11:13:37.858028
Sticker | Natus Vincere (Gold) | 2020 RMR,363,7.22,CDN,2023-08-31 11:13:37.858028
Sticker | FaZe (Gold) | 2020 RMR,120,7.77,CDN,2023-08-31 11:13:37.858028
Sticker | G2 (Gold) | 2020 RMR,104,11.13,CDN,2023-08-31 11:13:37.858028
Sticker | TYLOO (Gold) | 2020 RMR,95,30.89,CDN,2023-08-31 11:13:37.858028
Sticker | Fnatic (Gold) | 2020 RMR,88,5.66,CDN,2023-09-01 12:55:37.108345
Sticker | Astralis (Gold) | 2020 RMR,134,5.47,CDN,2023-09-01 12:55:37.108345
Sticker | Boom (Gold) | 2020 RMR,128,3.79,CDN,2023-09-01 12:55:37.108345
Sticker | GODSENT (Gold) | 2020 RMR,95,4.90,CDN,2023-09-01 12:55:37.108345
Sticker | FaZe (Gold) | 2020 RMR,128,7.17,CDN,2023-09-01 12:55:37.108345
Sticker | Virtus.pro (Gold) | 2020 RMR,103,5.54,CDN,2023-09-01 12:55:37.108345
Sticker | OG (Gold) | 2020 RMR,178,3.48,CDN,2023-09-01 12:55:37.108345
Sticker | Liquid (Gold) | 2020 RMR,113,5.61,CDN,2023-09-01 12:55:37.108345
Sticker | BIG (Gold) | 2020 RMR,102,5.18,CDN,2023-09-01 12:55:37.108345
Sticker | GODSENT (Foil) | 2020 RMR,400,0.77,CDN,2023-09-01 12:55:37.108345
Sticker | Evil Geniuses | 2020 RMR,"276,455",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | Gen.G | 2020 RMR,"98,775",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | Ninjas in Pyjamas | 2020 RMR,"154,335",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | ESPADA | 2020 RMR,"103,977",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | Vitality | 2020 RMR,"185,869",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | BIG | 2020 RMR,"66,560",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | 100 Thieves | 2020 RMR,"140,057",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | Heroic | 2020 RMR,"208,127",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | OG | 2020 RMR,"39,683",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | Renegades | 2020 RMR,"68,382",0.03,CDN,2023-09-01 12:55:39.250598
Sticker | FURIA | 2020 RMR,"143,561",0.03,CDN,2023-09-01 12:55:40.878348
Sticker | Liquid | 2020 RMR,"55,727",0.03,CDN,2023-09-01 12:55:40.878348
Sticker | North | 2020 RMR,"84,527",0.04,CDN,2023-09-01 12:55:40.878348
Sticker | GODSENT | 2020 RMR,"39,287",0.04,CDN,2023-09-01 12:55:40.878348
Sticker | Nemiga | 2020 RMR,"31,164",0.04,CDN,2023-09-01 12:55:40.878348
Sticker | Boom | 2020 RMR,"56,844",0.04,CDN,2023-09-01 12:55:40.878348
Sticker | Fnatic | 2020 RMR,"24,057",0.05,CDN,2023-09-01 12:55:40.878348
Sticker | Spirit | 2020 RMR,"49,370",0.05,CDN,2023-09-01 12:55:40.878348
Sticker | Natus Vincere | 2020 RMR,"64,131",0.05,CDN,2023-09-01 12:55:40.878348
Sticker | Virtus.pro | 2020 RMR,"25,920",0.06,CDN,2023-09-01 12:55:40.878348
Sticker | Astralis | 2020 RMR,"28,246",0.06,CDN,2023-09-01 12:55:43.566992
Sticker | G2 | 2020 RMR,"24,523",0.06,CDN,2023-09-01 12:55:43.566992
Sticker | FaZe | 2020 RMR,"35,625",0.08,CDN,2023-09-01 12:55:43.566992
Sticker | TYLOO | 2020 RMR,"23,593",0.17,CDN,2023-09-01 12:55:43.566992
Sticker | Ninjas in Pyjamas (Holo) | 2020 RMR,"5,674",0.27,CDN,2023-09-01 12:55:43.566992
Sticker | 100 Thieves (Holo) | 2020 RMR,"8,764",0.29,CDN,2023-09-01 12:55:43.566992
Sticker | Evil Geniuses (Holo) | 2020 RMR,"8,219",0.31,CDN,2023-09-01 12:55:43.566992
Sticker | Gen.G (Holo) | 2020 RMR,"3,210",0.34,CDN,2023-09-01 12:55:43.566992
Sticker | Heroic (Holo) | 2020 RMR,"11,234",0.35,CDN,2023-09-01 12:55:43.566992
Sticker | Renegades (Holo) | 2020 RMR,"3,638",0.35,CDN,2023-09-01 12:55:43.566992
Sticker | ESPADA (Holo) | 2020 RMR,"3,570",0.36,CDN,2023-09-01 12:55:47.236834
Sticker | Vitality (Holo) | 2020 RMR,"5,919",0.38,CDN,2023-09-01 12:55:47.236834
Sticker | BIG (Holo) | 2020 RMR,"2,841",0.40,CDN,2023-09-01 12:55:47.236834
Sticker | Nemiga (Holo) | 2020 RMR,"2,323",0.51,CDN,2023-09-01 12:55:47.236834
Sticker | GODSENT (Holo) | 2020 RMR,"2,697",0.52,CDN,2023-09-01 12:55:47.236834
Sticker | Heroic (Foil) | 2020 RMR,883,0.55,CDN,2023-09-01 12:55:47.236834
Sticker | Ninjas in Pyjamas (Foil) | 2020 RMR,689,0.57,CDN,2023-09-01 12:55:47.236834
Sticker | 100 Thieves (Foil) | 2020 RMR,"1,175",0.58,CDN,2023-09-01 12:55:47.236834
Sticker | Renegades (Foil) | 2020 RMR,589,0.60,CDN,2023-09-01 12:55:47.236834
Sticker | Evil Geniuses (Foil) | 2020 RMR,669,0.62,CDN,2023-09-01 12:55:47.236834
Sticker | BIG (Foil) | 2020 RMR,478,0.63,CDN,2023-09-01 12:55:48.852163
Sticker | Gen.G (Foil) | 2020 RMR,414,0.65,CDN,2023-09-01 12:55:48.852163
Sticker | Boom (Foil) | 2020 RMR,556,0.69,CDN,2023-09-01 12:55:48.852163
Sticker | Virtus.pro (Holo) | 2020 RMR,"3,242",0.74,CDN,2023-09-01 12:55:48.852163
Sticker | Vitality (Foil) | 2020 RMR,711,0.75,CDN,2023-09-01 12:55:48.852163
Sticker | GODSENT (Foil) | 2020 RMR,400,0.77,CDN,2023-09-01 12:55:48.852163
Sticker | OG (Foil) | 2020 RMR,399,0.77,CDN,2023-09-01 12:55:48.852163
Sticker | OG (Holo) | 2020 RMR,"2,076",0.78,CDN,2023-09-01 12:55:48.852163
Sticker | Natus Vincere (Holo) | 2020 RMR,"4,346",0.82,CDN,2023-09-01 12:55:48.852163
Sticker | Nemiga (Foil) | 2020 RMR,281,0.88,CDN,2023-09-01 12:55:48.852163
Sticker | Boom (Holo) | 2020 RMR,"3,317",0.88,CDN,2023-09-01 12:55:50.469502
Sticker | ESPADA (Foil) | 2020 RMR,339,0.89,CDN,2023-09-01 12:55:50.469502
Sticker | FaZe (Holo) | 2020 RMR,"2,601",0.95,CDN,2023-09-01 12:55:50.469502
Sticker | FURIA (Foil) | 2020 RMR,901,1.01,CDN,2023-09-01 12:55:50.469502
Sticker | Fnatic (Holo) | 2020 RMR,"1,820",1.03,CDN,2023-09-01 12:55:50.469502
Sticker | Astralis (Holo) | 2020 RMR,"1,725",1.06,CDN,2023-09-01 12:55:50.469502
Sticker | G2 (Holo) | 2020 RMR,"1,544",1.09,CDN,2023-09-01 12:55:50.469502
Sticker | Spirit (Holo) | 2020 RMR,"2,841",1.09,CDN,2023-09-01 12:55:50.469502
Sticker | North (Holo) | 2020 RMR,"2,054",1.26,CDN,2023-09-01 12:55:50.469502
Sticker | Liquid (Foil) | 2020 RMR,394,1.28,CDN,2023-09-01 12:55:50.469502
Sticker | FURIA (Holo) | 2020 RMR,"4,942",1.30,CDN,2023-09-01 12:55:52.590484
Sticker | Natus Vincere (Foil) | 2020 RMR,881,1.33,CDN,2023-09-01 12:55:52.590484
Sticker | North (Foil) | 2020 RMR,455,1.35,CDN,2023-09-01 12:55:52.590484
Sticker | Virtus.pro (Foil) | 2020 RMR,223,1.43,CDN,2023-09-01 12:55:52.590484
Sticker | Astralis (Foil) | 2020 RMR,367,1.51,CDN,2023-09-01 12:55:52.590484
Sticker | Liquid (Holo) | 2020 RMR,"1,042",1.75,CDN,2023-09-01 12:55:52.590484
Sticker | Fnatic (Foil) | 2020 RMR,277,2.16,CDN,2023-09-01 12:55:52.590484
Sticker | G2 (Foil) | 2020 RMR,363,2.34,CDN,2023-09-01 12:55:52.590484
Sticker | Spirit (Foil) | 2020 RMR,471,2.53,CDN,2023-09-01 12:55:52.590484
Sticker | FaZe (Foil) | 2020 RMR,258,2.79,CDN,2023-09-01 12:55:52.590484
Sticker | TYLOO (Holo) | 2020 RMR,"3,174",2.89,CDN,2023-09-01 12:55:54.732541
Sticker | Renegades (Gold) | 2020 RMR,102,2.95,CDN,2023-09-01 12:55:54.732541
Sticker | Gen.G (Gold) | 2020 RMR,101,3.00,CDN,2023-09-01 12:55:54.732541
Sticker | Evil Geniuses (Gold) | 2020 RMR,179,3.06,CDN,2023-09-01 12:55:54.732541
Sticker | 100 Thieves (Gold) | 2020 RMR,189,3.15,CDN,2023-09-01 12:55:54.732541
Sticker | Heroic (Gold) | 2020 RMR,208,3.23,CDN,2023-09-01 12:55:54.732541
Sticker | Ninjas in Pyjamas (Gold) | 2020 RMR,146,3.26,CDN,2023-09-01 12:55:54.732541
Sticker | ESPADA (Gold) | 2020 RMR,78,3.40,CDN,2023-09-01 12:55:54.732541
Sticker | OG (Gold) | 2020 RMR,178,3.48,CDN,2023-09-01 12:55:54.732541
Sticker | Boom (Gold) | 2020 RMR,128,3.79,CDN,2023-09-01 12:55:54.732541
Sticker | Vitality (Gold) | 2020 RMR,292,3.81,CDN,2023-09-01 12:55:57.379719
Sticker | Nemiga (Gold) | 2020 RMR,74,3.87,CDN,2023-09-01 12:55:57.379719
Sticker | GODSENT (Gold) | 2020 RMR,95,4.90,CDN,2023-09-01 12:55:57.379719
Sticker | North (Gold) | 2020 RMR,301,5.07,CDN,2023-09-01 12:55:57.379719
Sticker | BIG (Gold) | 2020 RMR,102,5.18,CDN,2023-09-01 12:55:57.379719
Sticker | TYLOO (Foil) | 2020 RMR,349,5.31,CDN,2023-09-01 12:55:57.379719
Sticker | Spirit (Gold) | 2020 RMR,165,5.47,CDN,2023-09-01 12:55:57.379719
Sticker | Astralis (Gold) | 2020 RMR,134,5.47,CDN,2023-09-01 12:55:57.379719
Sticker | Virtus.pro (Gold) | 2020 RMR,103,5.54,CDN,2023-09-01 12:55:57.379719
Sticker | Liquid (Gold) | 2020 RMR,113,5.61,CDN,2023-09-01 12:55:57.379719
Sticker | Fnatic (Gold) | 2020 RMR,88,5.66,CDN,2023-09-01 12:55:59.492720
Sticker | FaZe (Gold) | 2020 RMR,128,7.17,CDN,2023-09-01 12:55:59.492720
Sticker | FURIA (Gold) | 2020 RMR,184,7.31,CDN,2023-09-01 12:55:59.492720
Sticker | Natus Vincere (Gold) | 2020 RMR,369,7.65,CDN,2023-09-01 12:55:59.492720
Sticker | G2 (Gold) | 2020 RMR,106,10.50,CDN,2023-09-01 12:55:59.492720
Sticker | TYLOO (Gold) | 2020 RMR,99,29.52,CDN,2023-09-01 12:55:59.492720
Sticker | Evil Geniuses (Gold) | 2020 RMR,190,3.65,CDN,2023-09-05 13:05:19.480376
Sticker | G2 (Gold) | 2020 RMR,101,10.40,CDN,2023-09-05 13:05:19.480376
Sticker | GODSENT (Gold) | 2020 RMR,86,6.33,CDN,2023-09-05 13:05:19.480376
Sticker | Virtus.pro (Gold) | 2020 RMR,94,5.54,CDN,2023-09-05 13:05:19.480376
Sticker | FaZe (Gold) | 2020 RMR,109,7.72,CDN,2023-09-05 13:05:19.480376
Sticker | TYLOO (Foil) | 2020 RMR,371,5.60,CDN,2023-09-05 13:05:19.480376
Sticker | Ninjas in Pyjamas (Foil) | 2020 RMR,"1,029",0.48,CDN,2023-09-05 13:05:19.480376
Sticker | Astralis (Gold) | 2020 RMR,133,6.63,CDN,2023-09-05 13:05:19.480376
Sticker | Liquid (Gold) | 2020 RMR,121,5.91,CDN,2023-09-05 13:05:19.481343
Sticker | BIG (Foil) | 2020 RMR,484,0.62,CDN,2023-09-05 13:05:19.481343
Sticker | Evil Geniuses | 2020 RMR,"281,844",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | Gen.G | 2020 RMR,"101,480",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | 100 Thieves | 2020 RMR,"144,488",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | Vitality | 2020 RMR,"190,653",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | Ninjas in Pyjamas | 2020 RMR,"157,097",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | ESPADA | 2020 RMR,"104,435",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | BIG | 2020 RMR,"67,861",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | Heroic | 2020 RMR,"208,620",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | Renegades | 2020 RMR,"69,899",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | OG | 2020 RMR,"40,447",0.03,CDN,2023-09-05 13:05:20.581160
Sticker | North | 2020 RMR,"83,116",0.03,CDN,2023-09-05 13:05:21.669771
Sticker | GODSENT | 2020 RMR,"39,807",0.04,CDN,2023-09-05 13:05:21.669771
Sticker | Boom | 2020 RMR,"58,241",0.04,CDN,2023-09-05 13:05:21.669771
Sticker | Nemiga | 2020 RMR,"31,329",0.04,CDN,2023-09-05 13:05:21.669771
Sticker | Liquid | 2020 RMR,"55,963",0.04,CDN,2023-09-05 13:05:21.669771
Sticker | FURIA | 2020 RMR,"120,515",0.04,CDN,2023-09-05 13:05:21.669771
Sticker | Fnatic | 2020 RMR,"24,353",0.05,CDN,2023-09-05 13:05:21.669771
Sticker | Virtus.pro | 2020 RMR,"26,513",0.06,CDN,2023-09-05 13:05:21.669771
Sticker | Natus Vincere | 2020 RMR,"62,673",0.06,CDN,2023-09-05 13:05:21.669771
Sticker | Spirit | 2020 RMR,"46,724",0.06,CDN,2023-09-05 13:05:21.669771
Sticker | Astralis | 2020 RMR,"27,931",0.06,CDN,2023-09-05 13:05:22.779671
Sticker | G2 | 2020 RMR,"23,704",0.07,CDN,2023-09-05 13:05:22.779671
Sticker | FaZe | 2020 RMR,"35,253",0.08,CDN,2023-09-05 13:05:22.779671
Sticker | TYLOO | 2020 RMR,"23,190",0.17,CDN,2023-09-05 13:05:22.779671
Sticker | 100 Thieves (Holo) | 2020 RMR,"10,231",0.28,CDN,2023-09-05 13:05:22.779671
Sticker | Ninjas in Pyjamas (Holo) | 2020 RMR,"6,301",0.28,CDN,2023-09-05 13:05:22.779671
Sticker | ESPADA (Holo) | 2020 RMR,"4,941",0.28,CDN,2023-09-05 13:05:22.779671
Sticker | Gen.G (Holo) | 2020 RMR,"3,980",0.29,CDN,2023-09-05 13:05:22.779671
Sticker | Evil Geniuses (Holo) | 2020 RMR,"10,934",0.30,CDN,2023-09-05 13:05:22.779671
Sticker | Renegades (Holo) | 2020 RMR,"4,052",0.34,CDN,2023-09-05 13:05:22.779671
Sticker | Vitality (Holo) | 2020 RMR,"6,342",0.38,CDN,2023-09-05 13:05:23.878104
Sticker | Heroic (Holo) | 2020 RMR,"10,517",0.40,CDN,2023-09-05 13:05:23.878104
Sticker | BIG (Holo) | 2020 RMR,"2,954",0.43,CDN,2023-09-05 13:05:23.878104
Sticker | 100 Thieves (Foil) | 2020 RMR,"1,367",0.47,CDN,2023-09-05 13:05:23.878104
Sticker | Ninjas in Pyjamas (Foil) | 2020 RMR,"1,029",0.48,CDN,2023-09-05 13:05:23.878104
Sticker | Renegades (Foil) | 2020 RMR,730,0.52,CDN,2023-09-05 13:05:23.878104
Sticker | GODSENT (Holo) | 2020 RMR,"2,754",0.53,CDN,2023-09-05 13:05:23.878104
Sticker | Gen.G (Foil) | 2020 RMR,620,0.54,CDN,2023-09-05 13:05:23.878104
Sticker | Nemiga (Holo) | 2020 RMR,"2,420",0.55,CDN,2023-09-05 13:05:23.878104
Sticker | OG (Foil) | 2020 RMR,419,0.58,CDN,2023-09-05 13:05:23.878104
Sticker | Heroic (Foil) | 2020 RMR,958,0.60,CDN,2023-09-05 13:05:24.972494
Sticker | ESPADA (Foil) | 2020 RMR,481,0.60,CDN,2023-09-05 13:05:24.972494
Sticker | BIG (Foil) | 2020 RMR,484,0.62,CDN,2023-09-05 13:05:24.972494
Sticker | Vitality (Foil) | 2020 RMR,980,0.63,CDN,2023-09-05 13:05:24.972494
Sticker | OG (Holo) | 2020 RMR,"2,792",0.65,CDN,2023-09-05 13:05:24.972494
Sticker | Evil Geniuses (Foil) | 2020 RMR,741,0.66,CDN,2023-09-05 13:05:24.972494
Sticker | Virtus.pro (Holo) | 2020 RMR,"3,733",0.73,CDN,2023-09-05 13:05:24.972494
Sticker | Natus Vincere (Holo) | 2020 RMR,"4,483",0.75,CDN,2023-09-05 13:05:24.972494
Sticker | Boom (Foil) | 2020 RMR,568,0.82,CDN,2023-09-05 13:05:24.972494
Sticker | GODSENT (Foil) | 2020 RMR,447,0.83,CDN,2023-09-05 13:05:24.972494
Sticker | FaZe (Holo) | 2020 RMR,"2,785",0.97,CDN,2023-09-05 13:05:26.065402
Sticker | Boom (Holo) | 2020 RMR,"2,627",1.01,CDN,2023-09-05 13:05:26.065402
Sticker | Nemiga (Foil) | 2020 RMR,255,1.03,CDN,2023-09-05 13:05:26.065402
Sticker | Spirit (Holo) | 2020 RMR,"3,483",1.07,CDN,2023-09-05 13:05:26.065402
Sticker | FURIA (Foil) | 2020 RMR,894,1.09,CDN,2023-09-05 13:05:26.065402
Sticker | Astralis (Holo) | 2020 RMR,"2,003",1.11,CDN,2023-09-05 13:05:26.065402
Sticker | G2 (Holo) | 2020 RMR,"1,862",1.15,CDN,2023-09-05 13:05:26.065402
Sticker | Fnatic (Holo) | 2020 RMR,"1,943",1.15,CDN,2023-09-05 13:05:26.065402
Sticker | North (Holo) | 2020 RMR,"2,433",1.23,CDN,2023-09-05 13:05:26.065402
Sticker | FURIA (Holo) | 2020 RMR,"5,286",1.32,CDN,2023-09-05 13:05:26.065402
Sticker | Natus Vincere (Foil) | 2020 RMR,875,1.33,CDN,2023-09-05 13:05:27.165967
Sticker | Liquid (Foil) | 2020 RMR,390,1.39,CDN,2023-09-05 13:05:27.165967
Sticker | Virtus.pro (Foil) | 2020 RMR,246,1.46,CDN,2023-09-05 13:05:27.165967
Sticker | North (Foil) | 2020 RMR,351,1.47,CDN,2023-09-05 13:05:27.165967
Sticker | Liquid (Holo) | 2020 RMR,"1,600",1.49,CDN,2023-09-05 13:05:27.165967
Sticker | Astralis (Foil) | 2020 RMR,350,1.77,CDN,2023-09-05 13:05:27.165967
Sticker | Fnatic (Foil) | 2020 RMR,237,2.15,CDN,2023-09-05 13:05:27.165967
Sticker | Spirit (Foil) | 2020 RMR,363,2.56,CDN,2023-09-05 13:05:27.165967
Sticker | TYLOO (Holo) | 2020 RMR,"3,392",2.62,CDN,2023-09-05 13:05:27.165967
Sticker | G2 (Foil) | 2020 RMR,295,2.70,CDN,2023-09-05 13:05:27.165967
Sticker | FaZe (Foil) | 2020 RMR,254,2.72,CDN,2023-09-05 13:05:28.764614
Sticker | Heroic (Gold) | 2020 RMR,225,3.36,CDN,2023-09-05 13:05:28.764614
Sticker | Gen.G (Gold) | 2020 RMR,129,3.42,CDN,2023-09-05 13:05:28.764614
Sticker | 100 Thieves (Gold) | 2020 RMR,130,3.59,CDN,2023-09-05 13:05:28.764614
Sticker | Evil Geniuses (Gold) | 2020 RMR,190,3.65,CDN,2023-09-05 13:05:28.764614
Sticker | OG (Gold) | 2020 RMR,175,3.77,CDN,2023-09-05 13:05:28.764614
Sticker | ESPADA (Gold) | 2020 RMR,75,3.79,CDN,2023-09-05 13:05:28.764614
Sticker | Renegades (Gold) | 2020 RMR,110,3.81,CDN,2023-09-05 13:05:28.764614
Sticker | Ninjas in Pyjamas (Gold) | 2020 RMR,127,3.85,CDN,2023-09-05 13:05:28.764614
Sticker | Vitality (Gold) | 2020 RMR,278,4.09,CDN,2023-09-05 13:05:28.764614
Sticker | Boom (Gold) | 2020 RMR,102,4.45,CDN,2023-09-05 13:05:30.877489
Sticker | North (Gold) | 2020 RMR,308,4.66,CDN,2023-09-05 13:05:30.877489
Sticker | Nemiga (Gold) | 2020 RMR,63,4.74,CDN,2023-09-05 13:05:30.877489
Sticker | Virtus.pro (Gold) | 2020 RMR,94,5.54,CDN,2023-09-05 13:05:30.877489
Sticker | TYLOO (Foil) | 2020 RMR,371,5.60,CDN,2023-09-05 13:05:30.877489
Sticker | Spirit (Gold) | 2020 RMR,165,5.90,CDN,2023-09-05 13:05:30.877489
Sticker | Liquid (Gold) | 2020 RMR,121,5.91,CDN,2023-09-05 13:05:30.877489
Sticker | Fnatic (Gold) | 2020 RMR,85,5.93,CDN,2023-09-05 13:05:30.877489
Sticker | BIG (Gold) | 2020 RMR,92,6.24,CDN,2023-09-05 13:05:30.877489
Sticker | GODSENT (Gold) | 2020 RMR,86,6.33,CDN,2023-09-05 13:05:30.877489
Sticker | FURIA (Gold) | 2020 RMR,192,6.44,CDN,2023-09-05 13:05:32.470461
Sticker | Astralis (Gold) | 2020 RMR,133,6.63,CDN,2023-09-05 13:05:32.470461
Sticker | Natus Vincere (Gold) | 2020 RMR,398,7.09,CDN,2023-09-05 13:05:32.470461
Sticker | FaZe (Gold) | 2020 RMR,109,7.72,CDN,2023-09-05 13:05:32.470461
Sticker | G2 (Gold) | 2020 RMR,101,10.40,CDN,2023-09-05 13:05:32.470461
Sticker | TYLOO (Gold) | 2020 RMR,125,27.80,CDN,2023-09-05 13:05:32.470461
