Item Name,Listings,Price,Currency,Timestamp
Sticker | mynio (Gold) | Paris 2023,30,5.95,CDN,2023-08-28 10:37:19.477352
Sticker | broky (Gold) | Paris 2023,25,12.69,CDN,2023-08-30 03:51:33.784275
Sticker | isak (Gold) | Paris 2023,8,12.79,CDN,2023-08-30 03:51:33.784275
Sticker | electronic (Gold) | Paris 2023,32,12.83,CDN,2023-08-30 03:51:33.784275
Sticker | siuhy (Gold) | Paris 2023,18,12.95,CDN,2023-08-30 03:51:33.784275
Sticker | rain (Gold) | Paris 2023,15,13.24,CDN,2023-08-30 03:51:33.784275
Sticker | Keoz (Gold) | Paris 2023,11,13.64,CDN,2023-08-30 03:51:33.784275
Sticker | JT (Gold) | Paris 2023,7,13.99,CDN,2023-08-30 03:51:33.784275
Sticker | torzsi (Gold) | Paris 2023,9,14.08,CDN,2023-08-30 03:51:33.784275
Sticker | G2 Esports (Gold) | Paris 2023,51,14.15,CDN,2023-08-30 03:51:33.784275
Sticker | FURIA (Gold) | Paris 2023,118,14.16,CDN,2023-08-30 03:51:33.784275
Sticker | xertioN (Gold) | Paris 2023,18,14.31,CDN,2023-08-30 03:51:35.494562
Sticker | ZywOo (Holo) | Paris 2023,60,15.12,CDN,2023-08-30 03:51:35.494562
Sticker | arT (Gold) | Paris 2023,39,15.13,CDN,2023-08-30 03:51:35.494562
Sticker | Apeks (Gold) | Paris 2023,76,15.23,CDN,2023-08-30 03:51:35.494562
Sticker | NiKo (Holo) | Paris 2023,52,15.46,CDN,2023-08-30 03:51:35.494562
Sticker | rallen (Gold) | Paris 2023,11,16.12,CDN,2023-08-30 03:51:35.494562
Sticker | SunPayus (Gold) | Paris 2023,25,16.41,CDN,2023-08-30 03:51:35.494562
Sticker | KEi (Gold) | Paris 2023,11,16.45,CDN,2023-08-30 03:51:35.494562
Sticker | b1t (Gold) | Paris 2023,20,16.95,CDN,2023-08-30 03:51:35.494562
Sticker | s1mple (Holo) | Paris 2023,47,17.14,CDN,2023-08-30 03:51:35.494562
Sticker | hades (Gold) | Paris 2023,5,17.95,CDN,2023-08-30 03:51:37.130035
Sticker | Apeks (Holo) | Paris 2023,243,18.95,CDN,2023-08-30 03:51:37.130035
Sticker | sk0R (Gold) | Paris 2023,16,20.06,CDN,2023-08-30 03:51:37.130035
Sticker | karrigan (Gold) | Paris 2023,26,21.24,CDN,2023-08-30 03:51:37.130035
Sticker | HooXi (Gold) | Paris 2023,17,22.05,CDN,2023-08-30 03:51:37.130035
Sticker | FURIA (Holo) | Paris 2023,438,23.41,CDN,2023-08-30 03:51:37.130035
Sticker | frozen (Gold) | Paris 2023,21,23.75,CDN,2023-08-30 03:51:37.130035
Sticker | MOUZ (Holo) | Paris 2023,409,23.83,CDN,2023-08-30 03:51:37.130035
Sticker | dexter (Holo) | Paris 2023,139,23.94,CDN,2023-08-30 03:51:37.130035
Sticker | juanflatroo (Gold) | Paris 2023,11,25.34,CDN,2023-08-30 03:51:37.130035
Sticker | m0NESY (Holo) | Paris 2023,58,26.96,CDN,2023-08-30 03:51:42.429806
Sticker | JDC (Holo) | Paris 2023,37,27.08,CDN,2023-08-30 03:51:42.429806
Sticker | v$m (Gold) | Paris 2023,27,27.97,CDN,2023-08-30 03:51:42.429806
"Sticker | ZywOo (Gold, Champion) | Paris 2023",97,29.79,CDN,2023-08-30 03:51:42.429806
Sticker | jks (Gold) | Paris 2023,15,30.17,CDN,2023-08-30 03:51:42.429806
Sticker | Krad (Gold) | Paris 2023,10,34.33,CDN,2023-08-30 03:51:42.429806
Sticker | Twistzz (Gold) | Paris 2023,26,34.5,CDN,2023-08-30 03:51:42.429806
Sticker | iM (Gold) | Paris 2023,44,39.95,CDN,2023-08-30 03:51:42.429806
Sticker | ropz (Holo) | Paris 2023,61,39.97,CDN,2023-08-30 03:51:42.429806
Sticker | cadiaN (Gold) | Paris 2023,23,50.88,CDN,2023-08-30 03:51:42.429806
Sticker | BOROS (Gold) | Paris 2023,25,52.35,CDN,2023-08-30 03:51:45.677538
Sticker | MOUZ (Gold) | Paris 2023,142,56.18,CDN,2023-08-30 03:51:45.677538
Sticker | dexter (Gold) | Paris 2023,25,58.43,CDN,2023-08-30 03:51:45.677538
Sticker | v$m (Holo) | Paris 2023,89,59.84,CDN,2023-08-30 03:51:45.677538
Sticker | JDC (Gold) | Paris 2023,12,71.88,CDN,2023-08-30 03:51:45.677538
Sticker | NiKo (Gold) | Paris 2023,15,95.46,CDN,2023-08-30 03:51:45.677538
Sticker | s1mple (Gold) | Paris 2023,22,98.29,CDN,2023-08-30 03:51:45.677538
Sticker | ZywOo (Gold) | Paris 2023,25,114.12,CDN,2023-08-30 03:51:45.677538
Sticker | ropz (Gold) | Paris 2023,17,125.24,CDN,2023-08-30 03:51:45.677538
Sticker | m0NESY (Gold) | Paris 2023,28,205.99,CDN,2023-08-30 03:51:45.677538
Sticker | Perfecto (Gold) | Paris 2023,21,317.66,P,2023-08-31 10:28:43.033747
Sticker | jabbi (Gold) | Paris 2023,20,430.00,P,2023-08-31 10:28:43.033747
Sticker | yuurih (Gold) | Paris 2023,21,382.74,P,2023-08-31 10:28:43.033747
Sticker | mynio (Gold) | Paris 2023,18,305.87,P,2023-08-31 10:28:43.033747
Sticker | CRUC1AL (Gold) | Paris 2023,27,180.39,P,2023-08-31 10:28:43.033747
Sticker | hallzerk (Gold) | Paris 2023,37,147.12,P,2023-08-31 10:28:43.033747
Sticker | volt (Gold) | Paris 2023,18,229.82,P,2023-08-31 10:28:43.033747
Sticker | isak (Gold) | Paris 2023,16,448.50,P,2023-08-31 10:28:43.033747
Sticker | arT (Gold) | Paris 2023,35,630.94,P,2023-08-31 10:28:43.033747
Sticker | gxx- (Gold) | Paris 2023,13,310.21,P,2023-08-31 10:28:43.033747
Sticker | Bart4k | Paris 2023,"107,149",0.09,P,2023-08-31 10:28:48.315171
Sticker | BLAST.tv | Paris 2023,"1,981,711",0.09,P,2023-08-31 10:28:48.315171
Sticker | biguzera | Paris 2023,"82,605",0.09,P,2023-08-31 10:28:48.315171
Sticker | Dycha | Paris 2023,"100,781",0.09,P,2023-08-31 10:28:48.315171
Sticker | FaNg | Paris 2023,"104,069",0.09,P,2023-08-31 10:28:48.315171
Sticker | bLitz | Paris 2023,"101,785",0.09,P,2023-08-31 10:28:48.315171
Sticker | Grim | Paris 2023,"100,081",0.10,P,2023-08-31 10:28:48.315171
Sticker | INS | Paris 2023,"107,517",0.10,P,2023-08-31 10:28:48.315171
Sticker | Techno4K | Paris 2023,"92,134",0.10,P,2023-08-31 10:28:48.315171
Sticker | hallzerk | Paris 2023,"103,971",0.10,P,2023-08-31 10:28:48.315171
Sticker | INS | Paris 2023,"107,517",0.10,P,2023-08-31 10:28:51.046487
Sticker | hardzao | Paris 2023,"72,409",0.10,P,2023-08-31 10:28:51.046487
Sticker | broky | Paris 2023,"90,172",0.10,P,2023-08-31 10:28:51.046487
Sticker | The MongolZ | Paris 2023,"909,291",0.10,P,2023-08-31 10:28:51.046487
Sticker | skullz | Paris 2023,"72,827",0.10,P,2023-08-31 10:28:51.046487
Sticker | NertZ | Paris 2023,"101,817",0.10,P,2023-08-31 10:28:51.046487
Sticker | FlameZ | Paris 2023,"71,362",0.10,P,2023-08-31 10:28:51.046487
Sticker | sk0R | Paris 2023,"83,192",0.10,P,2023-08-31 10:28:51.046487
Sticker | degster | Paris 2023,"60,853",0.10,P,2023-08-31 10:28:51.046487
Sticker | nitr0 | Paris 2023,"88,654",0.10,P,2023-08-31 10:28:51.046487
Sticker | degster | Paris 2023,"60,854",0.10,P,2023-08-31 10:28:55.350980
Sticker | nitr0 | Paris 2023,"88,656",0.10,P,2023-08-31 10:28:55.350980
Sticker | oSee | Paris 2023,"95,335",0.10,P,2023-08-31 10:28:55.350980
Sticker | Snappi | Paris 2023,"95,329",0.10,P,2023-08-31 10:28:55.350980
Sticker | maden | Paris 2023,"106,970",0.10,P,2023-08-31 10:28:55.350980
Sticker | EliGE | Paris 2023,"91,876",0.10,P,2023-08-31 10:28:55.350980
Sticker | felps | Paris 2023,"92,155",0.10,P,2023-08-31 10:28:55.350980
Sticker | F1KU | Paris 2023,"72,281",0.10,P,2023-08-31 10:28:55.350980
Sticker | Sico | Paris 2023,"91,144",0.10,P,2023-08-31 10:28:55.350980
Sticker | nawwk | Paris 2023,"70,823",0.10,P,2023-08-31 10:28:55.350980
Sticker | FASHR | Paris 2023,"34,363",0.10,P,2023-08-31 10:29:01.203040
Sticker | REZ | Paris 2023,"62,603",0.10,P,2023-08-31 10:29:01.203040
Sticker | ENCE | Paris 2023,"955,650",0.10,P,2023-08-31 10:29:01.203040
Sticker | Lucaozy | Paris 2023,"105,728",0.10,P,2023-08-31 10:29:01.203040
Sticker | rigoN | Paris 2023,"42,932",0.10,P,2023-08-31 10:29:01.203040
Sticker | kyxsan | Paris 2023,"75,113",0.10,P,2023-08-31 10:29:01.203040
Sticker | vexite | Paris 2023,"120,801",0.10,P,2023-08-31 10:29:01.203040
Sticker | Aleksib | Paris 2023,"55,176",0.10,P,2023-08-31 10:29:01.203040
Sticker | k0nfig | Paris 2023,"71,052",0.10,P,2023-08-31 10:29:01.203040
Sticker | zevy | Paris 2023,"68,762",0.10,P,2023-08-31 10:29:01.203040
Sticker | k0nfig | Paris 2023,"71,055",0.10,P,2023-08-31 10:29:17.117159
Sticker | STYKO | Paris 2023,"77,655",0.10,P,2023-08-31 10:29:17.117159
Sticker | SunPayus | Paris 2023,"78,413",0.10,P,2023-08-31 10:29:17.117159
Sticker | Grayhound Gaming | Paris 2023,"1,031,001",0.10,P,2023-08-31 10:29:17.117159
Sticker | jkaem | Paris 2023,"75,417",0.10,P,2023-08-31 10:29:17.117159
Sticker | NEOFRAG | Paris 2023,"73,694",0.10,P,2023-08-31 10:29:17.117159
Sticker | YEKINDAR | Paris 2023,"103,802",0.10,P,2023-08-31 10:29:17.117159
Sticker | NEKiZ | Paris 2023,"75,921",0.10,P,2023-08-31 10:29:17.117159
Sticker | zorte | Paris 2023,"65,330",0.10,P,2023-08-31 10:29:17.117159
Sticker | Keoz | Paris 2023,"52,838",0.10,P,2023-08-31 10:29:17.117159
Sticker | acoR | Paris 2023,"75,845",0.10,P,2023-08-31 10:29:37.348126
Sticker | Aleksib | Paris 2023,"55,175",0.10,P,2023-08-31 10:29:37.348126
Sticker | biguzera | Paris 2023,"82,605",0.10,P,2023-08-31 10:29:37.348126
Sticker | Thomas | Paris 2023,"36,434",0.10,P,2023-08-31 10:29:37.348126
Sticker | Brollan | Paris 2023,"71,097",0.10,P,2023-08-31 10:29:37.348126
Sticker | Liazz | Paris 2023,"111,864",0.10,P,2023-08-31 10:29:37.348126
Sticker | headtr1ck | Paris 2023,"65,038",0.10,P,2023-08-31 10:29:37.348126
Sticker | niko  | Paris 2023,"31,619",0.10,P,2023-08-31 10:29:37.348126
Sticker | isak | Paris 2023,"61,097",0.10,P,2023-08-31 10:29:37.348126
Sticker | Magisk (Champion) | Paris 2023,"137,013",0.10,P,2023-08-31 10:29:37.348126
Sticker | apEX (Champion) | Paris 2023,"122,208",0.11,P,2023-08-31 10:29:39.989091
Sticker | sinnopsyy | Paris 2023,"37,816",0.11,P,2023-08-31 10:29:39.989091
Sticker | shalfey | Paris 2023,"58,566",0.11,P,2023-08-31 10:29:39.989091
Sticker | dupreeh (Champion) | Paris 2023,"127,464",0.11,P,2023-08-31 10:29:39.989091
Sticker | gxx- | Paris 2023,"46,453",0.11,P,2023-08-31 10:29:39.989091
Sticker | rain | Paris 2023,"80,525",0.11,P,2023-08-31 10:29:39.989091
Sticker | CRUC1AL | Paris 2023,"41,826",0.11,P,2023-08-31 10:29:39.989091
Sticker | mezii | Paris 2023,"48,824",0.12,P,2023-08-31 10:29:39.989091
Sticker | nicoodoz | Paris 2023,"45,920",0.12,P,2023-08-31 10:29:39.989091
Sticker | rallen | Paris 2023,"39,980",0.12,P,2023-08-31 10:29:39.989091
Sticker | JT | Paris 2023,"67,334",0.13,P,2023-08-31 10:29:43.147404
Sticker | xertioN | Paris 2023,"89,814",0.13,P,2023-08-31 10:29:43.147404
Sticker | torzsi | Paris 2023,"99,331",0.13,P,2023-08-31 10:29:43.147404
Sticker | KRIMZ | Paris 2023,"33,440",0.13,P,2023-08-31 10:29:43.147404
Sticker | Spinx | Paris 2023,"36,433",0.13,P,2023-08-31 10:29:43.147404
Sticker | volt | Paris 2023,"34,492",0.13,P,2023-08-31 10:29:43.147404
Sticker | Magisk | Paris 2023,"33,099",0.14,P,2023-08-31 10:29:43.147404
Sticker | jL | Paris 2023,"39,834",0.14,P,2023-08-31 10:29:43.147404
Sticker | apEX | Paris 2023,"29,371",0.14,P,2023-08-31 10:29:43.147404
Sticker | Kylar | Paris 2023,"34,643",0.14,P,2023-08-31 10:29:43.147404
Sticker | huNter- | Paris 2023,"54,067",0.14,P,2023-08-31 10:29:45.305907
Sticker | frozen | Paris 2023,"76,730",0.14,P,2023-08-31 10:29:45.305907
Sticker | sjuush | Paris 2023,"37,144",0.14,P,2023-08-31 10:29:45.305907
Sticker | saffee | Paris 2023,"30,270",0.14,P,2023-08-31 10:29:45.305907
Sticker | mynio | Paris 2023,"31,822",0.14,P,2023-08-31 10:29:45.305907
Sticker | KEi | Paris 2023,"29,114",0.14,P,2023-08-31 10:29:45.305907
Sticker | TeSeS | Paris 2023,"30,400",0.14,P,2023-08-31 10:29:45.305907
Sticker | stavn | Paris 2023,"32,755",0.14,P,2023-08-31 10:29:45.305907
Sticker | yuurih | Paris 2023,"29,347",0.14,P,2023-08-31 10:29:45.305907
Sticker | jks | Paris 2023,"39,623",0.14,P,2023-08-31 10:29:45.305907
Sticker | Krad | Paris 2023,"47,468",0.14,P,2023-08-31 10:29:47.962639
Sticker | HooXi | Paris 2023,"47,412",0.14,P,2023-08-31 10:29:47.962639
Sticker | Cypher | Paris 2023,"31,379",0.15,P,2023-08-31 10:29:47.962639
Sticker | Bad News Eagles | Paris 2023,"449,457",0.15,P,2023-08-31 10:29:47.962639
Sticker | OG | Paris 2023,"395,472",0.15,P,2023-08-31 10:29:47.962639
Sticker | kRaSnaL | Paris 2023,"36,875",0.15,P,2023-08-31 10:29:47.962639
Sticker | dupreeh | Paris 2023,"24,121",0.15,P,2023-08-31 10:29:47.962639
Sticker | karrigan | Paris 2023,"69,500",0.15,P,2023-08-31 10:29:47.962639
Sticker | Complexity Gaming | Paris 2023,"698,266",0.15,P,2023-08-31 10:29:47.962639
Sticker | jabbi | Paris 2023,"30,729",0.15,P,2023-08-31 10:29:47.962639
Sticker | Team Liquid | Paris 2023,"914,658",0.15,P,2023-08-31 10:29:51.176382
Sticker | KSCERATO | Paris 2023,"27,567",0.15,P,2023-08-31 10:29:51.176382
Sticker | History | Paris 2023,"83,226",0.16,P,2023-08-31 10:29:51.176382
Sticker | Twistzz | Paris 2023,"100,612",0.16,P,2023-08-31 10:29:51.176382
Sticker | drop | Paris 2023,"26,313",0.16,P,2023-08-31 10:29:51.176382
Sticker | roeJ | Paris 2023,"33,514",0.16,P,2023-08-31 10:29:51.176382
Sticker | juanflatroo | Paris 2023,"23,919",0.17,P,2023-08-31 10:29:51.176382
Sticker | DemQQ | Paris 2023,"46,131",0.17,P,2023-08-31 10:29:51.176382
Sticker | Ninjas in Pyjamas | Paris 2023,"354,996",0.17,P,2023-08-31 10:29:51.176382
Sticker | floppy | Paris 2023,"55,566",0.18,P,2023-08-31 10:29:51.176382
Sticker | Goofy | Paris 2023,"22,186",0.18,P,2023-08-31 10:29:55.428715
Sticker | JDC | Paris 2023,"70,438",0.18,P,2023-08-31 10:29:55.428715
Sticker | npl | Paris 2023,"22,883",0.18,P,2023-08-31 10:29:55.428715
Sticker | siuhy | Paris 2023,"42,357",0.18,P,2023-08-31 10:29:55.428715
Sticker | r3salt | Paris 2023,"36,820",0.18,P,2023-08-31 10:29:55.428715
Sticker | sdy | Paris 2023,"33,268",0.19,P,2023-08-31 10:29:55.428715
Sticker | Vitality | Paris 2023,"358,693",0.20,P,2023-08-31 10:29:55.428715
Sticker | Fluxo | Paris 2023,"569,602",0.20,P,2023-08-31 10:29:55.428715
Sticker | b1t | Paris 2023,"20,461",0.20,P,2023-08-31 10:29:55.428715
Sticker | electronic | Paris 2023,"17,224",0.21,P,2023-08-31 10:29:55.428715
Sticker | ZywOo (Champion) | Paris 2023,"82,570",0.21,P,2023-08-31 10:30:00.188941
Sticker | Woro2k | Paris 2023,"37,378",0.23,P,2023-08-31 10:30:00.188941
Sticker | Perfecto | Paris 2023,"23,062",0.23,P,2023-08-31 10:30:00.188941
Sticker | Heroic | Paris 2023,"318,382",0.23,P,2023-08-31 10:30:00.188941
Sticker | WOOD7 | Paris 2023,"56,357",0.24,P,2023-08-31 10:30:00.188941
Sticker | hades | Paris 2023,"17,857",0.26,P,2023-08-31 10:30:00.188941
Sticker | arT | Paris 2023,"25,407",0.26,P,2023-08-31 10:30:00.188941
Sticker | iM | Paris 2023,"20,604",0.27,P,2023-08-31 10:30:00.188941
Sticker | forZe eSports | Paris 2023,"208,360",0.27,P,2023-08-31 10:30:00.188941
Sticker | FaZe Clan | Paris 2023,"572,464",0.28,P,2023-08-31 10:30:00.188941
Sticker | BOROS | Paris 2023,"23,057",0.30,P,2023-08-31 10:30:49.205665
Sticker | FURIA | Paris 2023,"246,185",0.35,P,2023-08-31 10:30:49.205665
Sticker | Into The Breach | Paris 2023,"220,532",0.36,P,2023-08-31 10:30:49.205665
Sticker | paiN Gaming | Paris 2023,"198,276",0.39,P,2023-08-31 10:30:49.205665
Sticker | vexite (Glitter) | Paris 2023,"8,218",0.41,P,2023-08-31 10:30:49.205665
Sticker | GamerLegion | Paris 2023,"177,586",0.42,P,2023-08-31 10:30:49.205665
Sticker | Liazz (Glitter) | Paris 2023,"9,541",0.43,P,2023-08-31 10:30:49.205665
Sticker | hallzerk (Glitter) | Paris 2023,"7,097",0.43,P,2023-08-31 10:30:49.205665
Sticker | Dycha (Glitter) | Paris 2023,"6,868",0.46,P,2023-08-31 10:30:49.205665
Sticker | aliStair (Glitter) | Paris 2023,"6,458",0.47,P,2023-08-31 10:30:49.205665
Sticker | NEKiZ (Glitter) | Paris 2023,"5,439",0.48,P,2023-08-31 10:30:52.908027
Sticker | skullz (Glitter) | Paris 2023,"4,849",0.48,P,2023-08-31 10:30:52.908027
Sticker | biguzera (Glitter) | Paris 2023,"4,640",0.48,P,2023-08-31 10:30:52.908027
Sticker | nawwk (Glitter) | Paris 2023,"4,146",0.48,P,2023-08-31 10:30:52.908027
Sticker | jkaem (Glitter) | Paris 2023,"3,874",0.48,P,2023-08-31 10:30:52.908027
Sticker | sinnopsyy (Glitter) | Paris 2023,"1,192",0.48,P,2023-08-31 10:30:52.908027
Sticker | hardzao (Glitter) | Paris 2023,"5,034",0.48,P,2023-08-31 10:30:52.908027
Sticker | Bart4k (Glitter) | Paris 2023,"7,474",0.49,P,2023-08-31 10:30:52.908027
Sticker | maden (Glitter) | Paris 2023,"6,027",0.50,P,2023-08-31 10:30:52.908027
Sticker | Brollan (Glitter) | Paris 2023,"3,978",0.51,P,2023-08-31 10:30:52.908027
Sticker | k0nfig (Glitter) | Paris 2023,"3,767",0.51,P,2023-08-31 10:30:56.132660
Sticker | STYKO (Glitter) | Paris 2023,"2,980",0.51,P,2023-08-31 10:30:56.132660
Sticker | FaNg (Glitter) | Paris 2023,"3,131",0.51,P,2023-08-31 10:30:56.132660
Sticker | bLitz (Glitter) | Paris 2023,"5,804",0.52,P,2023-08-31 10:30:56.132660
Sticker | INS (Glitter) | Paris 2023,"4,560",0.52,P,2023-08-31 10:30:56.132660
Sticker | zevy (Glitter) | Paris 2023,"2,791",0.53,P,2023-08-31 10:30:56.132660
Sticker | NEOFRAG (Glitter) | Paris 2023,"3,615",0.53,P,2023-08-31 10:30:56.132660
Sticker | zorte (Glitter) | Paris 2023,"2,667",0.53,P,2023-08-31 10:30:56.132660
Sticker | kyxsan (Glitter) | Paris 2023,"3,220",0.53,P,2023-08-31 10:30:56.132660
Sticker | NertZ (Glitter) | Paris 2023,"2,636",0.54,P,2023-08-31 10:30:56.132660
Sticker | shalfey (Glitter) | Paris 2023,"2,948",0.54,P,2023-08-31 10:31:19.193147
Sticker | nitr0 (Glitter) | Paris 2023,"4,288",0.54,P,2023-08-31 10:31:19.193147
Sticker | SENER1 (Glitter) | Paris 2023,"2,804",0.55,P,2023-08-31 10:31:19.193147
Sticker | Sico (Glitter) | Paris 2023,"3,977",0.57,P,2023-08-31 10:31:19.193147
Sticker | nicoodoz (Glitter) | Paris 2023,"1,406",0.57,P,2023-08-31 10:31:19.193147
Sticker | mezii (Glitter) | Paris 2023,"1,425",0.58,P,2023-08-31 10:31:19.193147
Sticker | REZ (Glitter) | Paris 2023,"1,891",0.59,P,2023-08-31 10:31:19.193147
Sticker | acoR (Glitter) | Paris 2023,"3,258",0.59,P,2023-08-31 10:31:19.193147
Sticker | rigoN (Glitter) | Paris 2023,"2,019",0.59,P,2023-08-31 10:31:19.193147
Sticker | CRUC1AL (Glitter) | Paris 2023,"1,462",0.59,P,2023-08-31 10:31:19.193147
"Sticker | Spinx (Glitter, Champion) | Paris 2023","7,424",0.60,P,2023-08-31 10:31:23.416745
"Sticker | dupreeh (Glitter, Champion) | Paris 2023","8,442",0.60,P,2023-08-31 10:31:23.416745
Sticker | Aleksib (Glitter) | Paris 2023,"3,486",0.60,P,2023-08-31 10:31:23.416745
"Sticker | Magisk (Glitter, Champion) | Paris 2023","6,328",0.60,P,2023-08-31 10:31:23.416745
Sticker | NAF (Glitter) | Paris 2023,"2,570",0.61,P,2023-08-31 10:31:23.416745
Sticker | Grim (Glitter) | Paris 2023,"4,065",0.61,P,2023-08-31 10:31:23.416745
"Sticker | apEX (Glitter, Champion) | Paris 2023","4,034",0.61,P,2023-08-31 10:31:23.416745
Sticker | G2 Esports | Paris 2023,"83,390",0.64,P,2023-08-31 10:31:23.416745
Sticker | gxx- (Glitter) | Paris 2023,865,0.65,P,2023-08-31 10:31:23.416745
Sticker | oSee (Glitter) | Paris 2023,"5,031",0.66,P,2023-08-31 10:31:23.416745
Sticker | BLAST.tv (Glitter) | Paris 2023,"89,919",0.66,P,2023-08-31 10:31:27.123290
Sticker | Snappi (Glitter) | Paris 2023,"3,512",0.71,P,2023-08-31 10:31:27.123290
Sticker | ANNIHILATION (Glitter) | Paris 2023,"2,184",0.72,P,2023-08-31 10:31:27.123290
Sticker | cadiaN | Paris 2023,"6,442",0.73,P,2023-08-31 10:31:27.123290
Sticker | Techno4K (Glitter) | Paris 2023,"4,952",0.74,P,2023-08-31 10:31:27.123290
Sticker | headtr1ck (Glitter) | Paris 2023,"1,004",0.76,P,2023-08-31 10:31:27.123290
Sticker | Jerry (Glitter) | Paris 2023,938,0.76,P,2023-08-31 10:31:27.123290
Sticker | Magisk (Glitter) | Paris 2023,"1,245",0.78,P,2023-08-31 10:31:27.123290
Sticker | felps (Glitter) | Paris 2023,"2,125",0.78,P,2023-08-31 10:31:27.123290
Sticker | 9INE | Paris 2023,"111,237",0.81,P,2023-08-31 10:31:27.123290
Sticker | Spinx (Glitter) | Paris 2023,"1,031",0.81,P,2023-08-31 10:31:33.397846
Sticker | FlameZ (Glitter) | Paris 2023,"1,718",0.82,P,2023-08-31 10:31:33.397846
Sticker | npl (Glitter) | Paris 2023,717,0.85,P,2023-08-31 10:31:33.397846
Sticker | degster (Glitter) | Paris 2023,"1,152",0.86,P,2023-08-31 10:31:33.397846
Sticker | Natus Vincere | Paris 2023,"158,398",0.87,P,2023-08-31 10:31:33.397846
Sticker | KRIMZ (Glitter) | Paris 2023,853,0.88,P,2023-08-31 10:31:33.397846
Sticker | jL (Glitter) | Paris 2023,"2,685",0.88,P,2023-08-31 10:31:33.397846
Sticker | Lucaozy (Glitter) | Paris 2023,"1,985",0.89,P,2023-08-31 10:31:33.397846
Sticker | FASHR (Glitter) | Paris 2023,571,0.89,P,2023-08-31 10:31:33.397846
Sticker | Fnatic | Paris 2023,"117,640",0.89,P,2023-08-31 10:31:33.397846
Sticker | Thomas (Glitter) | Paris 2023,923,0.92,P,2023-08-31 10:31:37.101406
Sticker | ZywOo | Paris 2023,"10,815",0.92,P,2023-08-31 10:31:37.101406
Sticker | isak (Glitter) | Paris 2023,"1,634",0.94,P,2023-08-31 10:31:37.101406
Sticker | F1KU (Glitter) | Paris 2023,"1,965",0.94,P,2023-08-31 10:31:37.101406
Sticker | sjuush (Glitter) | Paris 2023,"1,526",0.97,P,2023-08-31 10:31:37.101406
Sticker | rallen (Glitter) | Paris 2023,"1,057",0.99,P,2023-08-31 10:31:37.101406
Sticker | Cypher (Glitter) | Paris 2023,897,1.07,P,2023-08-31 10:31:37.101406
Sticker | Monte | Paris 2023,"106,014",1.07,P,2023-08-31 10:31:37.101406
Sticker | apEX (Glitter) | Paris 2023,554,1.10,P,2023-08-31 10:31:37.101406
Sticker | TeSeS (Glitter) | Paris 2023,"1,021",1.11,P,2023-08-31 10:31:37.101406
Sticker | Grayhound Gaming (Glitter) | Paris 2023,"34,868",1.11,P,2023-08-31 10:32:05.323669
Sticker | r3salt (Glitter) | Paris 2023,"1,829",1.12,P,2023-08-31 10:32:05.323669
Sticker | dupreeh (Glitter) | Paris 2023,711,1.21,P,2023-08-31 10:32:05.323669
Sticker | roeJ (Glitter) | Paris 2023,665,1.22,P,2023-08-31 10:32:05.323669
Sticker | DemQQ (Glitter) | Paris 2023,"2,080",1.29,P,2023-08-31 10:32:05.323669
Sticker | Woro2k (Glitter) | Paris 2023,"1,042",1.33,P,2023-08-31 10:32:05.323669
Sticker | xertioN (Glitter) | Paris 2023,"1,659",1.33,P,2023-08-31 10:32:05.323669
Sticker | torzsi (Glitter) | Paris 2023,"2,096",1.34,P,2023-08-31 10:32:05.323669
Sticker | History (Glitter) | Paris 2023,"2,758",1.38,P,2023-08-31 10:32:05.323669
Sticker | kRaSnaL (Glitter) | Paris 2023,622,1.39,P,2023-08-31 10:32:05.323669
Sticker | rain (Glitter) | Paris 2023,"2,022",1.40,P,2023-08-31 10:32:08.996779
Sticker | stavn (Glitter) | Paris 2023,975,1.41,P,2023-08-31 10:32:08.996779
Sticker | mynio (Glitter) | Paris 2023,"1,067",1.41,P,2023-08-31 10:32:08.996779
Sticker | EliGE (Glitter) | Paris 2023,"2,706",1.41,P,2023-08-31 10:32:08.996779
Sticker | broky (Glitter) | Paris 2023,"1,233",1.42,P,2023-08-31 10:32:08.996779
Sticker | Perfecto (Glitter) | Paris 2023,"1,514",1.42,P,2023-08-31 10:32:08.996779
Sticker | niko (Glitter)  | Paris 2023,568,1.43,P,2023-08-31 10:32:08.996779
Sticker | jabbi (Glitter) | Paris 2023,"1,467",1.45,P,2023-08-31 10:32:08.996779
Sticker | saffee (Glitter) | Paris 2023,816,1.46,P,2023-08-31 10:32:08.996779
Sticker | YEKINDAR (Glitter) | Paris 2023,"2,543",1.47,P,2023-08-31 10:32:08.996779
Sticker | NiKo | Paris 2023,"7,913",1.55,P,2023-08-31 10:32:12.233141
Sticker | huNter- (Glitter) | Paris 2023,"1,111",1.56,P,2023-08-31 10:32:12.233141
Sticker | Kylar (Glitter) | Paris 2023,887,1.62,P,2023-08-31 10:32:12.233141
Sticker | drop (Glitter) | Paris 2023,536,1.66,P,2023-08-31 10:32:12.233141
Sticker | volt (Glitter) | Paris 2023,714,1.72,P,2023-08-31 10:32:12.233141
Sticker | v$m | Paris 2023,"12,435",1.75,P,2023-08-31 10:32:12.233141
Sticker | Apeks | Paris 2023,"62,902",1.78,P,2023-08-31 10:32:12.233141
Sticker | ENCE (Glitter) | Paris 2023,"23,824",1.80,P,2023-08-31 10:32:12.233141
