Item Name,Listings,Price,Currency,Timestamp
Sticker | MOUZ (Gold) | Stockholm 2021,12,288.34,CDN,2023-09-01 13:15:13.929884
Sticker | NiKo (Gold) | Stockholm 2021,21,"3,650.76",P,2023-09-01 14:19:13.914586
Sticker | Qikert (Gold) | Stockholm 2021,23,232.82,P,2023-09-01 14:19:13.914586
Sticker | KSCERATO (Gold) | Stockholm 2021,16,577.26,P,2023-09-01 14:19:13.914586
Sticker | REZ (Gold) | Stockholm 2021,16,497.21,P,2023-09-01 14:19:13.914586
Sticker | Jame (Gold) | Stockholm 2021,12,"1,856.95",P,2023-09-01 14:19:13.914586
Sticker | BIG (Gold) | Stockholm 2021,23,"1,326.10",P,2023-09-01 14:19:13.914586
Sticker | Astralis (Foil) | Stockholm 2021,22,"1,175.39",P,2023-09-01 14:19:13.914586
Sticker | TeSeS (Gold) | Stockholm 2021,15,468.48,P,2023-09-01 14:19:13.914586
Sticker | ZywOo (Gold) | Stockholm 2021,11,"2,934.04",P,2023-09-01 14:19:13.914586
Sticker | HObbit (Gold) | Stockholm 2021,16,479.78,P,2023-09-01 14:19:13.914586
Sticker | Perfecto | Stockholm 2021,"61,749",0.20,P,2023-09-01 14:19:21.720336
Sticker | misutaaa | Stockholm 2021,"8,089",0.20,P,2023-09-01 14:19:21.720336
Sticker | Qikert | Stockholm 2021,"7,431",0.20,P,2023-09-01 14:19:21.720336
Sticker | Kyojin | Stockholm 2021,"5,615",0.21,P,2023-09-01 14:19:21.720336
Sticker | b1t | Stockholm 2021,"51,425",0.23,P,2023-09-01 14:19:21.720336
Sticker | electroNic | Stockholm 2021,"66,323",0.23,P,2023-09-01 14:19:21.720336
Sticker | LNZ | Stockholm 2021,"4,953",0.25,P,2023-09-01 14:19:21.720336
Sticker | FL1T | Stockholm 2021,"7,333",0.25,P,2023-09-01 14:19:21.720336
Sticker | REZ | Stockholm 2021,"5,040",0.25,P,2023-09-01 14:19:21.720336
Sticker | refrezh | Stockholm 2021,"7,761",0.25,P,2023-09-01 14:19:21.720336
Sticker | sjuush | Stockholm 2021,"8,792",0.25,P,2023-09-01 14:19:36.473910
Sticker | AMANEK | Stockholm 2021,"5,355",0.26,P,2023-09-01 14:19:36.473910
Sticker | Boombl4 | Stockholm 2021,"39,626",0.26,P,2023-09-01 14:19:36.473910
Sticker | Plopski | Stockholm 2021,"7,104",0.27,P,2023-09-01 14:19:36.473910
Sticker | stavn | Stockholm 2021,"6,323",0.28,P,2023-09-01 14:19:36.473910
Sticker | buster | Stockholm 2021,"6,915",0.28,P,2023-09-01 14:19:36.473910
Sticker | JACKZ | Stockholm 2021,"4,284",0.29,P,2023-09-01 14:19:36.473910
Sticker | TeSeS | Stockholm 2021,"7,822",0.29,P,2023-09-01 14:19:36.473910
Sticker | nexa | Stockholm 2021,"5,135",0.31,P,2023-09-01 14:19:36.473910
Sticker | hampus | Stockholm 2021,"7,816",0.34,P,2023-09-01 14:19:36.473910
Sticker | interz | Stockholm 2021,"5,073",0.35,P,2023-09-01 14:19:39.642642
Sticker | huNter- | Stockholm 2021,"3,850",0.38,P,2023-09-01 14:19:39.642642
Sticker | nafany | Stockholm 2021,"5,227",0.42,P,2023-09-01 14:19:39.642642
Sticker | HObbit | Stockholm 2021,"4,443",0.46,P,2023-09-01 14:19:39.642642
Sticker | apEX | Stockholm 2021,"2,790",0.48,P,2023-09-01 14:19:39.642642
Sticker | yuurih | Stockholm 2021,"3,709",0.51,P,2023-09-01 14:19:39.642642
Sticker | YEKINDAR | Stockholm 2021,"5,128",0.51,P,2023-09-01 14:19:39.642642
Sticker | shox | Stockholm 2021,"3,922",0.59,P,2023-09-01 14:19:39.642642
Sticker | KSCERATO | Stockholm 2021,"2,930",0.62,P,2023-09-01 14:19:39.642642
Sticker | Ax1Le | Stockholm 2021,"2,840",0.63,P,2023-09-01 14:19:39.642642
Sticker | Ax1Le | Stockholm 2021,"2,840",0.63,P,2023-09-01 14:19:41.787821
Sticker | Ninjas in Pyjamas | Stockholm 2021,"19,721",0.63,P,2023-09-01 14:19:41.787821
Sticker | Evil Geniuses | Stockholm 2021,"21,734",0.69,P,2023-09-01 14:19:41.787821
Sticker | Vitality | Stockholm 2021,"24,820",0.80,P,2023-09-01 14:19:41.787821
Sticker | Renegades | Stockholm 2021,"12,734",0.81,P,2023-09-01 14:19:41.787821
Sticker | PGL | Stockholm 2021,"33,297",0.92,P,2023-09-01 14:19:41.787821
Sticker | VINI | Stockholm 2021,"2,189",1.09,P,2023-09-01 14:19:41.787821
Sticker | sh1ro | Stockholm 2021,"2,929",1.24,P,2023-09-01 14:19:41.787821
Sticker | cadiaN | Stockholm 2021,932,1.54,P,2023-09-01 14:19:41.787821
Sticker | arT | Stockholm 2021,"3,047",1.90,P,2023-09-01 14:19:41.787821
Sticker | FURIA | Stockholm 2021,"8,399",2.01,P,2023-09-01 14:19:43.447647
Sticker | GODSENT | Stockholm 2021,"5,782",2.24,P,2023-09-01 14:19:43.447647
Sticker | ZywOo | Stockholm 2021,"1,677",2.37,P,2023-09-01 14:19:43.447647
Sticker | Team Liquid | Stockholm 2021,"8,410",2.70,P,2023-09-01 14:19:43.447647
Sticker | Gambit Gaming | Stockholm 2021,"9,011",2.76,P,2023-09-01 14:19:43.447647
Sticker | s1mple | Stockholm 2021,"18,820",2.99,P,2023-09-01 14:19:43.447647
Sticker | ENCE | Stockholm 2021,"2,849",3.01,P,2023-09-01 14:19:43.447647
Sticker | G2 Esports | Stockholm 2021,"6,356",3.14,P,2023-09-01 14:19:43.447647
Sticker | Sharks Esports | Stockholm 2021,"4,504",3.31,P,2023-09-01 14:19:43.447647
Sticker | Jame | Stockholm 2021,"1,420",3.48,P,2023-09-01 14:19:43.447647
Sticker | BIG | Stockholm 2021,"2,797",3.63,P,2023-09-01 14:19:45.063808
Sticker | device | Stockholm 2021,"2,096",4.09,P,2023-09-01 14:19:45.063808
Sticker | Natus Vincere | Stockholm 2021,"8,894",4.57,P,2023-09-01 14:19:45.063808
Sticker | paiN Gaming | Stockholm 2021,"1,868",5.54,P,2023-09-01 14:19:45.063808
Sticker | Heroic | Stockholm 2021,"1,204",5.54,P,2023-09-01 14:19:45.063808
Sticker | Copenhagen Flames | Stockholm 2021,"6,551",5.59,P,2023-09-01 14:19:45.063808
Sticker | Team Spirit | Stockholm 2021,"1,760",7.66,P,2023-09-01 14:19:45.063808
Sticker | NiKo | Stockholm 2021,"1,508",11.31,P,2023-09-01 14:19:45.063808
Sticker | FaZe Clan | Stockholm 2021,"1,748",11.61,P,2023-09-01 14:19:45.063808
Sticker | Boombl4 (Holo) | Stockholm 2021,"1,083",15.82,P,2023-09-01 14:19:45.063808
Sticker | Astralis | Stockholm 2021,899,18.22,P,2023-09-01 14:19:46.703521
Sticker | Perfecto (Holo) | Stockholm 2021,"1,156",19.10,P,2023-09-01 14:19:46.703521
Sticker | Virtus.Pro | Stockholm 2021,"2,085",19.14,P,2023-09-01 14:19:46.703521
Sticker | electroNic (Holo) | Stockholm 2021,"1,109",19.80,P,2023-09-01 14:19:46.703521
Sticker | b1t (Holo) | Stockholm 2021,715,20.31,P,2023-09-01 14:19:46.703521
Sticker | Movistar Riders | Stockholm 2021,538,21.79,P,2023-09-01 14:19:46.703521
Sticker | Plopski (Holo) | Stockholm 2021,114,28.37,P,2023-09-01 14:19:46.703521
Sticker | refrezh (Holo) | Stockholm 2021,180,28.69,P,2023-09-01 14:19:46.703521
Sticker | Entropiq | Stockholm 2021,"1,897",31.09,P,2023-09-01 14:19:46.703521
Sticker | sjuush (Holo) | Stockholm 2021,155,33.98,P,2023-09-01 14:19:46.703521
Sticker | misutaaa (Holo) | Stockholm 2021,130,34.51,P,2023-09-01 14:19:48.872455
Sticker | Qikert (Holo) | Stockholm 2021,149,34.64,P,2023-09-01 14:19:48.872455
Sticker | buster (Holo) | Stockholm 2021,184,34.99,P,2023-09-01 14:19:48.872455
Sticker | nafany (Holo) | Stockholm 2021,134,36.57,P,2023-09-01 14:19:48.872455
Sticker | interz (Holo) | Stockholm 2021,309,37.76,P,2023-09-01 14:19:48.872455
Sticker | FL1T (Holo) | Stockholm 2021,213,37.73,P,2023-09-01 14:19:48.872455
Sticker | TeSeS (Holo) | Stockholm 2021,149,38.54,P,2023-09-01 14:19:48.872455
Sticker | Kyojin (Holo) | Stockholm 2021,147,43.65,P,2023-09-01 14:19:48.872455
Sticker | MOUZ | Stockholm 2021,"1,443",44.22,P,2023-09-01 14:19:48.872455
Sticker | HObbit (Holo) | Stockholm 2021,316,47.55,P,2023-09-01 14:19:48.872455
Sticker | stavn (Holo) | Stockholm 2021,101,50.90,P,2023-09-01 14:19:50.555985
Sticker | hampus (Holo) | Stockholm 2021,109,55.71,P,2023-09-01 14:19:50.555985
Sticker | nexa (Holo) | Stockholm 2021,175,57.98,P,2023-09-01 14:19:50.555985
Sticker | AMANEK (Holo) | Stockholm 2021,119,61.02,P,2023-09-01 14:19:50.555985
Sticker | drop (Holo) | Stockholm 2021,152,62.10,P,2023-09-01 14:19:50.555985
Sticker | shox (Holo) | Stockholm 2021,111,62.33,P,2023-09-01 14:19:50.555985
Sticker | Tyloo | Stockholm 2021,"1,549",62.51,P,2023-09-01 14:19:50.555985
Sticker | Ax1Le (Holo) | Stockholm 2021,128,65.83,P,2023-09-01 14:19:50.555985
Sticker | yuurih (Holo) | Stockholm 2021,78,76.03,P,2023-09-01 14:19:50.555985
Sticker | REZ (Holo) | Stockholm 2021,126,77.78,P,2023-09-01 14:19:50.555985
Sticker | LNZ (Holo) | Stockholm 2021,98,78.49,P,2023-09-01 14:19:52.722746
Sticker | apEX (Holo) | Stockholm 2021,117,84.84,P,2023-09-01 14:19:52.722746
Sticker | PGL (Holo) | Stockholm 2021,607,84.84,P,2023-09-01 14:19:52.722746
Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021,446,85.56,P,2023-09-01 14:19:52.722746
Sticker | YEKINDAR (Holo) | Stockholm 2021,117,88.00,P,2023-09-01 14:19:52.722746
Sticker | KSCERATO (Holo) | Stockholm 2021,82,96.33,P,2023-09-01 14:19:52.722746
Sticker | Renegades (Foil) | Stockholm 2021,199,106.77,P,2023-09-01 14:19:52.722746
Sticker | JACKZ (Holo) | Stockholm 2021,74,113.17,P,2023-09-01 14:19:52.722746
Sticker | sh1ro (Holo) | Stockholm 2021,116,113.80,P,2023-09-01 14:19:52.722746
Sticker | cadiaN (Holo) | Stockholm 2021,73,116.62,P,2023-09-01 14:19:52.722746
Sticker | Evil Geniuses (Foil) | Stockholm 2021,133,117.02,P,2023-09-01 14:19:58.982114
Sticker | huNter- (Holo) | Stockholm 2021,82,123.36,P,2023-09-01 14:19:58.982114
Sticker | VINI (Holo) | Stockholm 2021,144,137.61,P,2023-09-01 14:19:58.982114
Sticker | s1mple (Holo) | Stockholm 2021,696,140.80,P,2023-09-01 14:19:58.982114
Sticker | Ninjas in Pyjamas (Foil) | Stockholm 2021,102,141.40,P,2023-09-01 14:19:58.982114
Sticker | ENCE (Holo) | Stockholm 2021,182,160.66,P,2023-09-01 14:19:58.982114
Sticker | Boombl4 (Gold) | Stockholm 2021,99,160.78,P,2023-09-01 14:19:58.982114
Sticker | PGL (Foil) | Stockholm 2021,126,163.19,P,2023-09-01 14:19:58.982114
Sticker | Renegades (Holo) | Stockholm 2021,218,166.03,P,2023-09-01 14:19:58.982114
Sticker | GODSENT (Foil) | Stockholm 2021,98,185.53,P,2023-09-01 14:19:58.982114
Sticker | Perfecto (Gold) | Stockholm 2021,61,185.96,P,2023-09-01 14:20:01.675174
Sticker | device (Holo) | Stockholm 2021,100,189.77,P,2023-09-01 14:20:01.675174
Sticker | Jame (Holo) | Stockholm 2021,118,205.70,P,2023-09-01 14:20:01.675174
Sticker | buster (Gold) | Stockholm 2021,18,211.56,P,2023-09-01 14:20:01.675174
Sticker | Kyojin (Gold) | Stockholm 2021,28,213.51,P,2023-09-01 14:20:01.675174
Sticker | sjuush (Gold) | Stockholm 2021,37,219.37,P,2023-09-01 14:20:01.675174
Sticker | BIG (Foil) | Stockholm 2021,59,227.67,P,2023-09-01 14:20:01.675174
Sticker | interz (Gold) | Stockholm 2021,35,232.39,P,2023-09-01 14:20:01.675174
Sticker | ENCE (Foil) | Stockholm 2021,112,232.62,P,2023-09-01 14:20:01.675174
Sticker | Qikert (Gold) | Stockholm 2021,23,232.82,P,2023-09-01 14:20:01.675174
Sticker | FL1T (Gold) | Stockholm 2021,18,241.92,P,2023-09-01 14:20:03.333958
Sticker | Plopski (Gold) | Stockholm 2021,21,242.81,P,2023-09-01 14:20:03.333958
Sticker | refrezh (Gold) | Stockholm 2021,19,246.76,P,2023-09-01 14:20:03.333958
Sticker | Evil Geniuses (Holo) | Stockholm 2021,316,258.79,P,2023-09-01 14:20:03.333958
Sticker | misutaaa (Gold) | Stockholm 2021,18,259.74,P,2023-09-01 14:20:03.333958
Sticker | PGL (Gold) | Stockholm 2021,68,260.29,P,2023-09-01 14:20:03.333958
Sticker | Gambit Gaming (Holo) | Stockholm 2021,393,263.60,P,2023-09-01 14:20:03.333958
Sticker | electroNic (Gold) | Stockholm 2021,74,271.42,P,2023-09-01 14:20:03.333958
Sticker | drop (Gold) | Stockholm 2021,16,273.06,P,2023-09-01 14:20:03.333958
Sticker | Natus Vincere (Holo) | Stockholm 2021,401,278.94,P,2023-09-01 14:20:03.333958
Sticker | nexa (Gold) | Stockholm 2021,23,279.92,P,2023-09-01 14:20:04.509594
Sticker | nafany (Gold) | Stockholm 2021,18,282.82,P,2023-09-01 14:20:04.509594
Sticker | LNZ (Gold) | Stockholm 2021,19,283.83,P,2023-09-01 14:20:04.509594
Sticker | Vitality (Foil) | Stockholm 2021,124,285.66,P,2023-09-01 14:20:04.509594
Sticker | FURIA (Foil) | Stockholm 2021,96,290.12,P,2023-09-01 14:20:04.509594
Sticker | Sharks Esports (Holo) | Stockholm 2021,188,302.00,P,2023-09-01 14:20:04.509594
Sticker | arT (Holo) | Stockholm 2021,80,314.42,P,2023-09-01 14:20:04.509594
Sticker | yuurih (Gold) | Stockholm 2021,27,314.50,P,2023-09-01 14:20:04.509594
Sticker | hampus (Gold) | Stockholm 2021,21,326.14,P,2023-09-01 14:20:04.509594
Sticker | Sharks Esports (Foil) | Stockholm 2021,54,332.31,P,2023-09-01 14:20:04.509594
Sticker | Gambit Gaming (Foil) | Stockholm 2021,59,334.45,P,2023-09-01 14:20:05.688717
Sticker | Vitality (Holo) | Stockholm 2021,250,351.52,P,2023-09-01 14:20:05.688717
Sticker | GODSENT (Holo) | Stockholm 2021,210,356.35,P,2023-09-01 14:20:05.688717
Sticker | Ninjas in Pyjamas (Gold) | Stockholm 2021,71,365.84,P,2023-09-01 14:20:05.688717
Sticker | b1t (Gold) | Stockholm 2021,43,366.71,P,2023-09-01 14:20:05.688717
Sticker | Heroic (Holo) | Stockholm 2021,64,368.46,P,2023-09-01 14:20:05.688717
Sticker | Team Spirit (Foil) | Stockholm 2021,39,385.28,P,2023-09-01 14:20:05.688717
Sticker | Evil Geniuses (Gold) | Stockholm 2021,76,389.28,P,2023-09-01 14:20:05.688717
Sticker | ZywOo (Holo) | Stockholm 2021,119,400.47,P,2023-09-01 14:20:05.688717
Sticker | AMANEK (Gold) | Stockholm 2021,17,412.68,P,2023-09-01 14:20:05.688717
Sticker | Renegades (Gold) | Stockholm 2021,24,421.06,P,2023-09-01 14:20:07.871735
Sticker | FaZe Clan (Holo) | Stockholm 2021,135,439.92,P,2023-09-01 14:20:07.871735
Sticker | Team Liquid (Holo) | Stockholm 2021,282,443.79,P,2023-09-01 14:20:07.871735
Sticker | Natus Vincere (Foil) | Stockholm 2021,167,450.99,P,2023-09-01 14:20:07.871735
Sticker | ENCE (Gold) | Stockholm 2021,37,453.58,P,2023-09-01 14:20:07.871735
Sticker | TeSeS (Gold) | Stockholm 2021,15,468.48,P,2023-09-01 14:20:07.871735
Sticker | HObbit (Gold) | Stockholm 2021,16,479.78,P,2023-09-01 14:20:07.871735
Sticker | BIG (Holo) | Stockholm 2021,103,485.91,P,2023-09-01 14:20:07.871735
Sticker | stavn (Gold) | Stockholm 2021,19,490.33,P,2023-09-01 14:20:07.871735
Sticker | REZ (Gold) | Stockholm 2021,16,497.21,P,2023-09-01 14:20:07.871735
Sticker | Heroic (Foil) | Stockholm 2021,23,509.71,P,2023-09-01 14:20:09.565821
Sticker | Team Spirit (Holo) | Stockholm 2021,76,510.50,P,2023-09-01 14:20:09.565821
Sticker | G2 Esports (Foil) | Stockholm 2021,59,524.24,P,2023-09-01 14:20:09.565821
Sticker | Team Liquid (Foil) | Stockholm 2021,77,527.79,P,2023-09-01 14:20:09.565821
Sticker | shox (Gold) | Stockholm 2021,26,527.93,P,2023-09-01 14:20:09.565821
Sticker | VINI (Gold) | Stockholm 2021,14,534.69,P,2023-09-01 14:20:09.565821
Sticker | Astralis (Holo) | Stockholm 2021,99,539.49,P,2023-09-01 14:20:09.565821
Sticker | G2 Esports (Holo) | Stockholm 2021,357,544.89,P,2023-09-01 14:20:09.565821
Sticker | FaZe Clan (Foil) | Stockholm 2021,52,552.93,P,2023-09-01 14:20:09.565821
Sticker | KSCERATO (Gold) | Stockholm 2021,16,577.26,P,2023-09-01 14:20:09.565821
Sticker | apEX (Gold) | Stockholm 2021,19,586.56,P,2023-09-01 14:20:11.778840
Sticker | paiN Gaming (Holo) | Stockholm 2021,124,594.17,P,2023-09-01 14:20:11.778840
Sticker | JACKZ (Gold) | Stockholm 2021,13,602.16,P,2023-09-01 14:20:11.778840
Sticker | Vitality (Gold) | Stockholm 2021,32,600.38,P,2023-09-01 14:20:11.778840
Sticker | NiKo (Holo) | Stockholm 2021,59,650.50,P,2023-09-01 14:20:11.778840
Sticker | huNter- (Gold) | Stockholm 2021,23,711.52,P,2023-09-01 14:20:11.778840
Sticker | Gambit Gaming (Gold) | Stockholm 2021,55,738.99,P,2023-09-01 14:20:11.778840
Sticker | Copenhagen Flames (Foil) | Stockholm 2021,67,738.20,P,2023-09-01 14:20:11.778840
Sticker | Team Liquid (Gold) | Stockholm 2021,54,785.73,P,2023-09-01 14:20:11.778840
Sticker | paiN Gaming (Foil) | Stockholm 2021,31,793.65,P,2023-09-01 14:20:11.778840
Sticker | FURIA (Holo) | Stockholm 2021,351,799.71,P,2023-09-01 14:20:13.953199
Sticker | Movistar Riders (Foil) | Stockholm 2021,24,806.74,P,2023-09-01 14:20:13.953199
Sticker | Ax1Le (Gold) | Stockholm 2021,20,841.43,P,2023-09-01 14:20:13.953199
Sticker | Entropiq (Holo) | Stockholm 2021,96,847.33,P,2023-09-01 14:20:13.953199
Sticker | GODSENT (Gold) | Stockholm 2021,20,867.11,P,2023-09-01 14:20:13.953199
Sticker | Copenhagen Flames (Holo) | Stockholm 2021,194,888.79,P,2023-09-01 14:20:13.953199
Sticker | Virtus.Pro (Foil) | Stockholm 2021,26,927.54,P,2023-09-01 14:20:13.953199
Sticker | Natus Vincere (Gold) | Stockholm 2021,49,937.63,P,2023-09-01 14:20:13.953199
Sticker | YEKINDAR (Gold) | Stockholm 2021,15,"1,026.58",P,2023-09-01 14:20:13.953199
Sticker | Movistar Riders (Holo) | Stockholm 2021,84,"1,041.24",P,2023-09-01 14:20:13.953199
Sticker | FURIA (Gold) | Stockholm 2021,53,"1,042.37",P,2023-09-01 14:20:17.646812
Sticker | Virtus.Pro (Holo) | Stockholm 2021,150,"1,091.67",P,2023-09-01 14:20:17.646812
Sticker | sh1ro (Gold) | Stockholm 2021,21,"1,099.49",P,2023-09-01 14:20:17.646812
Sticker | FaZe Clan (Gold) | Stockholm 2021,24,"1,123.45",P,2023-09-01 14:20:17.646812
Sticker | Astralis (Foil) | Stockholm 2021,22,"1,175.39",P,2023-09-01 14:20:17.646812
Sticker | Entropiq (Gold) | Stockholm 2021,20,"1,190.21",P,2023-09-01 14:20:17.646812
Sticker | paiN Gaming (Gold) | Stockholm 2021,14,"1,195.78",P,2023-09-01 14:20:17.646812
Sticker | arT (Gold) | Stockholm 2021,12,"1,208.32",P,2023-09-01 14:20:17.646812
Sticker | Sharks Esports (Gold) | Stockholm 2021,21,"1,236.17",P,2023-09-01 14:20:17.646812
Sticker | G2 Esports (Gold) | Stockholm 2021,49,"1,286.77",P,2023-09-01 14:20:17.646812
Sticker | BIG (Gold) | Stockholm 2021,23,"1,326.10",P,2023-09-01 14:20:23.385397
Sticker | Astralis (Gold) | Stockholm 2021,12,"1,440.61",P,2023-09-01 14:20:23.385397
Sticker | Heroic (Gold) | Stockholm 2021,16,"1,503.10",P,2023-09-01 14:20:23.385397
Sticker | Team Spirit (Gold) | Stockholm 2021,12,"1,560.15",P,2023-09-01 14:20:23.385397
Sticker | cadiaN (Gold) | Stockholm 2021,5,"1,853.97",P,2023-09-01 14:20:23.385397
Sticker | Jame (Gold) | Stockholm 2021,12,"1,856.95",P,2023-09-01 14:20:23.385397
Sticker | Copenhagen Flames (Gold) | Stockholm 2021,35,"2,067.16",P,2023-09-01 14:20:23.385397
Sticker | Tyloo (Foil) | Stockholm 2021,41,"2,180.11",P,2023-09-01 14:20:23.385397
Sticker | s1mple (Gold) | Stockholm 2021,100,"2,230.83",P,2023-09-01 14:20:23.385397
Sticker | Virtus.Pro (Gold) | Stockholm 2021,19,"2,320.61",P,2023-09-01 14:20:23.385397
Sticker | Tyloo (Holo) | Stockholm 2021,101,"2,379.21",P,2023-09-01 14:20:26.056646
Sticker | Movistar Riders (Gold) | Stockholm 2021,16,"2,407.27",P,2023-09-01 14:20:26.056646
Sticker | Entropiq (Foil) | Stockholm 2021,29,"2,471.69",P,2023-09-01 14:20:26.056646
Sticker | MOUZ (Holo) | Stockholm 2021,100,"2,535.90",P,2023-09-01 14:20:26.056646
Sticker | ZywOo (Gold) | Stockholm 2021,11,"2,934.04",P,2023-09-01 14:20:26.056646
Sticker | MOUZ (Foil) | Stockholm 2021,25,"3,363.55",P,2023-09-01 14:20:26.056646
Sticker | device (Gold) | Stockholm 2021,12,"3,438.58",P,2023-09-01 14:20:26.056646
Sticker | NiKo (Gold) | Stockholm 2021,21,"3,650.76",P,2023-09-01 14:20:26.056646
Sticker | Tyloo (Gold) | Stockholm 2021,16,"7,717.95",P,2023-09-01 14:20:26.056646
Sticker | MOUZ (Gold) | Stockholm 2021,12,"12,012.15",P,2023-09-01 14:20:26.056646
Sticker | G2 Esports (Gold) | Stockholm 2021,43,29.92,CDN,2023-09-05 12:59:19.584121
Sticker | BIG (Gold) | Stockholm 2021,23,33.70,CDN,2023-09-05 12:59:19.584121
Sticker | Jame (Gold) | Stockholm 2021,11,46.74,CDN,2023-09-05 12:59:19.584121
Sticker | Entropiq (Gold) | Stockholm 2021,18,28.42,CDN,2023-09-05 12:59:19.584121
Sticker | Kyojin (Gold) | Stockholm 2021,26,5.61,CDN,2023-09-05 12:59:19.584121
Sticker | sh1ro (Gold) | Stockholm 2021,14,33.99,CDN,2023-09-05 12:59:19.584121
Sticker | Ax1Le (Gold) | Stockholm 2021,19,21.10,CDN,2023-09-05 12:59:19.584121
Sticker | JACKZ (Gold) | Stockholm 2021,12,14.97,CDN,2023-09-05 12:59:19.584121
Sticker | REZ (Gold) | Stockholm 2021,14,14.40,CDN,2023-09-05 12:59:19.584121
Sticker | buster (Gold) | Stockholm 2021,14,5.40,CDN,2023-09-05 12:59:19.584121
Sticker | Perfecto | Stockholm 2021,"63,188",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | Kyojin | Stockholm 2021,"5,859",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | misutaaa | Stockholm 2021,"8,415",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | b1t | Stockholm 2021,"52,411",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | Qikert | Stockholm 2021,"7,516",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | electroNic | Stockholm 2021,"66,291",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | Boombl4 | Stockholm 2021,"39,059",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | refrezh | Stockholm 2021,"8,230",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | LNZ | Stockholm 2021,"4,988",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | AMANEK | Stockholm 2021,"5,358",0.03,CDN,2023-09-05 12:59:21.308715
Sticker | REZ | Stockholm 2021,"5,031",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | Plopski | Stockholm 2021,"7,239",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | stavn | Stockholm 2021,"6,371",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | nexa | Stockholm 2021,"5,401",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | FL1T | Stockholm 2021,"7,368",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | JACKZ | Stockholm 2021,"4,217",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | sjuush | Stockholm 2021,"8,777",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | hampus | Stockholm 2021,"7,882",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | interz | Stockholm 2021,"5,232",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | buster | Stockholm 2021,"7,021",0.03,CDN,2023-09-05 12:59:22.983544
Sticker | huNter- | Stockholm 2021,"3,741",0.03,CDN,2023-09-05 12:59:24.075469
Sticker | yuurih | Stockholm 2021,"3,683",0.03,CDN,2023-09-05 12:59:24.075469
Sticker | nafany | Stockholm 2021,"5,258",0.03,CDN,2023-09-05 12:59:24.075469
Sticker | HObbit | Stockholm 2021,"4,505",0.03,CDN,2023-09-05 12:59:24.075469
Sticker | TeSeS | Stockholm 2021,"7,706",0.03,CDN,2023-09-05 12:59:24.075469
Sticker | apEX | Stockholm 2021,"2,842",0.03,CDN,2023-09-05 12:59:24.075469
Sticker | YEKINDAR | Stockholm 2021,"5,151",0.04,CDN,2023-09-05 12:59:24.075469
Sticker | drop | Stockholm 2021,"4,752",0.04,CDN,2023-09-05 12:59:24.075469
Sticker | shox | Stockholm 2021,"3,738",0.04,CDN,2023-09-05 12:59:24.075469
Sticker | Ax1Le | Stockholm 2021,"2,636",0.04,CDN,2023-09-05 12:59:24.075469
Sticker | KSCERATO | Stockholm 2021,"2,603",0.04,CDN,2023-09-05 12:59:26.199760
Sticker | Ninjas in Pyjamas | Stockholm 2021,"19,804",0.04,CDN,2023-09-05 12:59:26.199760
Sticker | Evil Geniuses | Stockholm 2021,"22,357",0.04,CDN,2023-09-05 12:59:26.199760
Sticker | Vitality | Stockholm 2021,"23,740",0.04,CDN,2023-09-05 12:59:26.199760
Sticker | Renegades | Stockholm 2021,"12,464",0.04,CDN,2023-09-05 12:59:26.199760
Sticker | PGL | Stockholm 2021,"32,694",0.04,CDN,2023-09-05 12:59:26.199760
Sticker | VINI | Stockholm 2021,"2,298",0.05,CDN,2023-09-05 12:59:26.199760
Sticker | sh1ro | Stockholm 2021,"2,814",0.05,CDN,2023-09-05 12:59:26.199760
Sticker | cadiaN | Stockholm 2021,981,0.06,CDN,2023-09-05 12:59:26.199760
Sticker | FURIA | Stockholm 2021,"8,647",0.07,CDN,2023-09-05 12:59:26.199760
Sticker | arT | Stockholm 2021,"2,776",0.07,CDN,2023-09-05 12:59:27.875817
Sticker | GODSENT | Stockholm 2021,"5,876",0.07,CDN,2023-09-05 12:59:27.875817
Sticker | Team Liquid | Stockholm 2021,"8,489",0.07,CDN,2023-09-05 12:59:27.875817
Sticker | s1mple | Stockholm 2021,"19,399",0.08,CDN,2023-09-05 12:59:27.875817
Sticker | ZywOo | Stockholm 2021,"1,897",0.08,CDN,2023-09-05 12:59:27.875817
